Date,Country,Total Case,New Test,Total Test,New Case,New Death,Total Death,New Recovered,Total Recovery,Population,Elderly Rate,First Case,Lockdown/State of Emergency
4/29/2020,Bulgaria,1447,315,18976,48,6,64,21,243,7050034,21.3,3/8/2020,3/13/2020
4/30/2020,Bulgaria,1506,1128,20104,59,2,66,23,266,7050034,21.3,3/8/2020,3/13/2020
5/1/2020,Bulgaria,1555,859,20963,49,2,68,10,276,7050034,21.3,3/8/2020,3/13/2020
5/2/2020,Bulgaria,1594,1156,22119,39,4,72,11,287,7050034,21.3,3/8/2020,3/13/2020
5/3/2020,Bulgaria,1618,1302,23421,24,1,73,21,308,7050034,21.3,3/8/2020,3/13/2020
1/22/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/23/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/24/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/25/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/26/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/27/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/28/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/29/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/30/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
1/31/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/1/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/2/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/3/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/4/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/5/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/6/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/7/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/8/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/9/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/10/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/11/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/12/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/13/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/14/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/15/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/16/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/17/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/18/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/19/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/20/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/21/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/22/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/23/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/24/2020,Croatia,0,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/25/2020,Croatia,1,0,0,1,0,0,0,0,4105493,20.4,2/25/2020,
2/26/2020,Croatia,3,0,0,2,0,0,0,0,4105493,20.4,2/25/2020,
2/27/2020,Croatia,3,0,0,0,0,0,0,0,4105493,20.4,2/25/2020,
2/28/2020,Croatia,5,0,0,2,0,0,0,0,4105493,20.4,2/25/2020,
2/29/2020,Croatia,6,0,0,1,0,0,0,0,4105493,20.4,2/25/2020,
3/1/2020,Croatia,7,0,0,1,0,0,0,0,4105493,20.4,2/25/2020,
3/2/2020,Croatia,8,193,193,1,0,0,0,0,4105493,20.4,2/25/2020,
3/3/2020,Croatia,9,193,386,1,0,0,0,0,4105493,20.4,2/25/2020,
3/4/2020,Croatia,10,193,579,1,0,0,0,0,4105493,20.4,2/25/2020,
3/5/2020,Croatia,10,193,772,0,0,0,0,0,4105493,20.4,2/25/2020,
3/6/2020,Croatia,11,193,965,1,0,0,0,0,4105493,20.4,2/25/2020,
3/7/2020,Croatia,12,193,1158,1,0,0,0,0,4105493,20.4,2/25/2020,
3/8/2020,Croatia,12,193,1351,0,0,0,0,0,4105493,20.4,2/25/2020,
3/9/2020,Croatia,13,193,1544,1,0,0,0,0,4105493,20.4,2/25/2020,
3/10/2020,Croatia,15,193,1737,2,0,0,0,0,4105493,20.4,2/25/2020,
3/11/2020,Croatia,19,193,1930,4,0,0,0,0,4105493,20.4,2/25/2020,
3/12/2020,Croatia,27,193,2123,8,0,0,1,1,4105493,20.4,2/25/2020,
3/13/2020,Croatia,32,193,2316,5,0,0,0,1,4105493,20.4,2/25/2020,
3/14/2020,Croatia,39,193,2509,7,0,0,1,2,4105493,20.4,2/25/2020,
3/15/2020,Croatia,49,193,2702,10,0,0,1,3,4105493,20.4,2/25/2020,
3/16/2020,Croatia,57,193,2895,8,0,0,1,4,4105493,20.4,2/25/2020,
3/17/2020,Croatia,69,193,3088,12,0,0,1,5,4105493,20.4,2/25/2020,
3/18/2020,Croatia,89,193,3281,20,0,0,0,5,4105493,20.4,2/25/2020,
3/19/2020,Croatia,110,193,3474,21,1,1,0,5,4105493,20.4,2/25/2020,
3/20/2020,Croatia,130,193,3667,20,0,1,0,5,4105493,20.4,2/25/2020,
3/21/2020,Croatia,206,193,3860,76,0,1,0,5,4105493,20.4,2/25/2020,
3/22/2020,Croatia,254,193,4053,48,0,1,0,5,4105493,20.4,2/25/2020,
3/23/2020,Croatia,315,193,4246,61,0,1,0,5,4105493,20.4,2/25/2020,
3/24/2020,Croatia,382,193,4439,67,0,1,11,16,4105493,20.4,2/25/2020,
3/25/2020,Croatia,442,193,4632,60,2,3,6,22,4105493,20.4,2/25/2020,
3/26/2020,Croatia,495,193,4825,53,0,3,0,22,4105493,20.4,2/25/2020,
3/27/2020,Croatia,586,193,5018,91,0,3,15,37,4105493,20.4,2/25/2020,
3/28/2020,Croatia,657,193,5211,71,2,5,12,49,4105493,20.4,2/25/2020,
3/29/2020,Croatia,713,595,5806,56,1,6,3,52,4105493,20.4,2/25/2020,
3/30/2020,Croatia,790,594,6400,77,0,6,12,64,4105493,20.4,2/25/2020,
3/31/2020,Croatia,867,298,6698,77,0,6,3,67,4105493,20.4,2/25/2020,
4/1/2020,Croatia,963,298,6996,96,0,6,6,73,4105493,20.4,2/25/2020,
4/2/2020,Croatia,1011,1352,8348,48,1,7,15,88,4105493,20.4,2/25/2020,
4/3/2020,Croatia,1079,840,9188,68,1,8,4,92,4105493,20.4,2/25/2020,
4/4/2020,Croatia,1126,840,10028,47,4,12,27,119,4105493,20.4,2/25/2020,
4/5/2020,Croatia,1182,840,10868,56,3,15,6,125,4105493,20.4,2/25/2020,
4/6/2020,Croatia,1222,724,11592,40,1,16,5,130,4105493,20.4,2/25/2020,
4/7/2020,Croatia,1282,724,12316,60,2,18,37,167,4105493,20.4,2/25/2020,
4/8/2020,Croatia,1343,988,13304,61,1,19,12,179,4105493,20.4,2/25/2020,
4/9/2020,Croatia,1407,988,14292,64,1,20,40,219,4105493,20.4,2/25/2020,
4/10/2020,Croatia,1495,988,15280,88,1,21,12,231,4105493,20.4,2/25/2020,
4/11/2020,Croatia,1534,988,16268,39,0,21,92,323,4105493,20.4,2/25/2020,
4/12/2020,Croatia,1600,988,17256,66,2,23,50,373,4105493,20.4,2/25/2020,
4/13/2020,Croatia,1650,988,18244,50,2,25,27,400,4105493,20.4,2/25/2020,
4/14/2020,Croatia,1704,988,19232,54,6,31,15,415,4105493,20.4,2/25/2020,
4/15/2020,Croatia,1741,988,20220,37,2,33,58,473,4105493,20.4,2/25/2020,
4/16/2020,Croatia,1791,988,21208,50,2,35,56,529,4105493,20.4,2/25/2020,
4/17/2020,Croatia,1814,988,22196,23,1,36,71,600,4105493,20.4,2/25/2020,
4/18/2020,Croatia,1832,988,23184,18,3,39,15,615,4105493,20.4,2/25/2020,
4/19/2020,Croatia,1871,988,24172,39,8,47,94,709,4105493,20.4,2/25/2020,
4/20/2020,Croatia,1881,1121,25293,10,0,47,62,771,4105493,20.4,2/25/2020,
4/21/2020,Croatia,1908,1121,26414,27,1,48,30,801,4105493,20.4,2/25/2020,
4/22/2020,Croatia,1950,1121,27535,42,0,48,68,869,4105493,20.4,2/25/2020,
4/23/2020,Croatia,1981,1121,28656,31,2,50,14,883,4105493,20.4,2/25/2020,
4/24/2020,Croatia,2009,1121,29777,28,1,51,99,982,4105493,20.4,2/25/2020,
4/25/2020,Croatia,2016,1121,30898,7,3,54,52,1034,4105493,20.4,2/25/2020,
4/26/2020,Croatia,2030,709,31607,14,1,55,69,1103,4105493,20.4,2/25/2020,
4/27/2020,Croatia,2039,927,32534,9,4,59,63,1166,4105493,20.4,2/25/2020,
4/28/2020,Croatia,2047,927,33461,8,4,63,66,1232,4105493,20.4,2/25/2020,
4/29/2020,Croatia,2062,927,34388,15,4,67,56,1288,4105493,20.4,2/25/2020,
4/30/2020,Croatia,2076,927,35315,14,2,69,60,1348,4105493,20.4,2/25/2020,
5/1/2020,Croatia,2085,927,36242,9,0,69,73,1421,4105493,20.4,2/25/2020,
5/2/2020,Croatia,2088,927,37169,3,8,77,42,1463,4105493,20.4,2/25/2020,
5/3/2020,Croatia,2096,927,38096,8,2,79,26,1489,4105493,20.4,2/25/2020,
1/22/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/23/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/24/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/25/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/26/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/27/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/28/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/29/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/30/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
1/31/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/1/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/2/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/3/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/4/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/5/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/6/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/7/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/8/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/9/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/10/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/11/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/12/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/13/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/14/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/15/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/16/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/17/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/18/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/19/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/20/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/21/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/22/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/23/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/24/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/25/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/26/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/27/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/28/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
2/29/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/1/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/2/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/3/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/4/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/5/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/6/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/7/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/8/2020,Cyprus,0,0,0,0,0,0,0,0,1172458,18.3,3/9/2020,
3/9/2020,Cyprus,2,69,69,2,0,0,0,0,1172458,18.3,3/9/2020,
3/10/2020,Cyprus,2,182,251,0,0,0,0,0,1172458,18.3,3/9/2020,
3/11/2020,Cyprus,6,212,463,4,0,0,0,0,1172458,18.3,3/9/2020,
3/12/2020,Cyprus,10,155,618,4,0,0,0,0,1172458,18.3,3/9/2020,
3/13/2020,Cyprus,14,83,701,4,0,0,0,0,1172458,18.3,3/9/2020,
3/14/2020,Cyprus,26,32,733,12,0,0,0,0,1172458,18.3,3/9/2020,
3/15/2020,Cyprus,33,181,914,7,0,0,0,0,1172458,18.3,3/9/2020,
3/16/2020,Cyprus,46,287,1201,13,0,0,0,0,1172458,18.3,3/9/2020,
3/17/2020,Cyprus,49,353,1554,3,0,0,0,0,1172458,18.3,3/9/2020,
3/18/2020,Cyprus,58,480,2034,9,0,0,0,0,1172458,18.3,3/9/2020,
3/19/2020,Cyprus,67,510,2544,9,0,0,0,0,1172458,18.3,3/9/2020,
3/20/2020,Cyprus,75,631,3175,8,0,0,0,0,1172458,18.3,3/9/2020,
3/21/2020,Cyprus,84,428,3603,9,1,1,0,0,1172458,18.3,3/9/2020,
3/22/2020,Cyprus,95,262,3865,11,0,1,0,0,1172458,18.3,3/9/2020,
3/23/2020,Cyprus,116,363,4228,21,0,1,0,0,1172458,18.3,3/9/2020,
3/24/2020,Cyprus,124,454,4682,8,2,3,0,0,1172458,18.3,3/9/2020,
3/25/2020,Cyprus,132,497,5179,8,0,3,0,0,1172458,18.3,3/9/2020,
3/26/2020,Cyprus,146,552,5731,14,0,3,0,0,1172458,18.3,3/9/2020,
3/27/2020,Cyprus,162,437,6168,16,3,6,0,0,1172458,18.3,3/9/2020,
3/28/2020,Cyprus,179,568,6736,17,1,7,15,15,1172458,18.3,3/9/2020,
3/29/2020,Cyprus,214,298,7034,35,1,8,0,15,1172458,18.3,3/9/2020,
3/30/2020,Cyprus,230,162,7196,16,0,8,7,22,1172458,18.3,3/9/2020,
3/31/2020,Cyprus,262,132,7328,32,2,10,1,23,1172458,18.3,3/9/2020,
4/1/2020,Cyprus,320,779,8107,58,2,12,5,28,1172458,18.3,3/9/2020,
4/2/2020,Cyprus,356,603,8710,36,0,12,0,28,1172458,18.3,3/9/2020,
4/3/2020,Cyprus,396,668,9378,40,1,13,0,28,1172458,18.3,3/9/2020,
4/4/2020,Cyprus,426,698,10076,30,1,14,5,33,1172458,18.3,3/9/2020,
4/5/2020,Cyprus,446,792,10868,20,0,14,4,37,1172458,18.3,3/9/2020,
4/6/2020,Cyprus,465,718,11586,19,0,14,8,45,1172458,18.3,3/9/2020,
4/7/2020,Cyprus,494,1353,12939,29,0,14,2,47,1172458,18.3,3/9/2020,
4/8/2020,Cyprus,526,1256,14195,32,0,14,5,52,1172458,18.3,3/9/2020,
4/9/2020,Cyprus,564,1216,15411,38,1,15,1,53,1172458,18.3,3/9/2020,
4/10/2020,Cyprus,595,819,16230,31,0,15,5,58,1172458,18.3,3/9/2020,
4/11/2020,Cyprus,616,811,17041,21,0,15,3,61,1172458,18.3,3/9/2020,
4/12/2020,Cyprus,633,804,17845,17,1,16,4,65,1172458,18.3,3/9/2020,
4/13/2020,Cyprus,662,891,18736,29,1,17,0,65,1172458,18.3,3/9/2020,
4/14/2020,Cyprus,695,1703,20439,33,0,17,0,65,1172458,18.3,3/9/2020,
4/15/2020,Cyprus,715,2312,22751,20,0,17,21,86,1172458,18.3,3/9/2020,
4/16/2020,Cyprus,735,2905,25656,20,0,17,5,91,1172458,18.3,3/9/2020,
4/17/2020,Cyprus,750,3341,28997,15,0,17,0,91,1172458,18.3,3/9/2020,
4/18/2020,Cyprus,761,3209,32206,11,0,17,0,91,1172458,18.3,3/9/2020,
4/19/2020,Cyprus,767,1803,34009,6,0,17,2,93,1172458,18.3,3/9/2020,
4/20/2020,Cyprus,772,1669,35678,5,0,17,2,95,1172458,18.3,3/9/2020,
4/21/2020,Cyprus,784,1325,37003,12,0,17,3,98,1172458,18.3,3/9/2020,
4/22/2020,Cyprus,790,1441,38444,6,1,18,0,98,1172458,18.3,3/9/2020,
4/23/2020,Cyprus,795,2223,40667,5,0,18,50,148,1172458,18.3,3/9/2020,
4/24/2020,Cyprus,804,2698,43365,9,1,19,1,149,1172458,18.3,3/9/2020,
4/25/2020,Cyprus,810,2467,45832,6,0,19,2,151,1172458,18.3,3/9/2020,
4/26/2020,Cyprus,817,2415,48247,7,0,19,0,151,1172458,18.3,3/9/2020,
4/27/2020,Cyprus,822,1796,50043,5,1,20,0,151,1172458,18.3,3/9/2020,
4/28/2020,Cyprus,837,2999,53042,15,0,20,4,155,1172458,18.3,3/9/2020,
4/29/2020,Cyprus,843,2436,55478,6,0,20,2,157,1172458,18.3,3/9/2020,
4/30/2020,Cyprus,850,2454,57932,7,0,20,139,296,1172458,18.3,3/9/2020,
5/1/2020,Cyprus,857,2427,60359,7,0,20,0,296,1172458,18.3,3/9/2020,
5/2/2020,Cyprus,864,1731,62090,7,0,20,0,296,1172458,18.3,3/9/2020,
5/3/2020,Cyprus,872,1968,64058,8,0,20,1,297,1172458,18.3,3/9/2020,
1/22/2020,Czechia,0,0,0,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/23/2020,Czechia,0,0,0,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/24/2020,Czechia,0,0,0,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/25/2020,Czechia,0,0,0,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/26/2020,Czechia,0,0,0,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/27/2020,Czechia,0,20,20,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/28/2020,Czechia,0,8,28,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/29/2020,Czechia,0,5,33,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/30/2020,Czechia,0,1,34,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
1/31/2020,Czechia,0,3,37,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/1/2020,Czechia,0,1,38,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/2/2020,Czechia,0,5,43,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/3/2020,Czechia,0,5,48,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/4/2020,Czechia,0,5,53,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/5/2020,Czechia,0,0,53,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/6/2020,Czechia,0,3,56,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/7/2020,Czechia,0,6,62,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/8/2020,Czechia,0,0,62,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/9/2020,Czechia,0,2,64,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/10/2020,Czechia,0,8,72,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/11/2020,Czechia,0,2,74,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/12/2020,Czechia,0,1,75,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/13/2020,Czechia,0,1,76,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/14/2020,Czechia,0,0,76,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/15/2020,Czechia,0,1,77,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/16/2020,Czechia,0,1,78,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/17/2020,Czechia,0,2,80,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/18/2020,Czechia,0,0,80,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/19/2020,Czechia,0,2,82,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/20/2020,Czechia,0,0,82,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/21/2020,Czechia,0,0,82,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/22/2020,Czechia,0,1,83,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/23/2020,Czechia,0,3,86,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/24/2020,Czechia,0,12,98,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/25/2020,Czechia,0,14,112,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/26/2020,Czechia,0,23,135,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/27/2020,Czechia,0,35,170,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/28/2020,Czechia,0,23,193,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
2/29/2020,Czechia,0,7,200,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/1/2020,Czechia,3,11,211,3,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/2/2020,Czechia,3,51,262,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/3/2020,Czechia,5,78,340,2,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/4/2020,Czechia,5,67,407,0,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/5/2020,Czechia,8,76,483,3,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/6/2020,Czechia,19,111,594,11,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/7/2020,Czechia,26,193,787,7,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/8/2020,Czechia,32,141,928,6,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/9/2020,Czechia,38,265,1193,6,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/10/2020,Czechia,63,165,1358,25,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/11/2020,Czechia,94,458,1816,31,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/12/2020,Czechia,116,537,2353,22,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/13/2020,Czechia,141,741,3094,25,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/14/2020,Czechia,189,971,4065,48,0,0,0,0,10625449,19.6,3/1/2020,3/12/2020
3/15/2020,Czechia,298,1003,5068,109,0,0,3,3,10625449,19.6,3/1/2020,3/12/2020
3/16/2020,Czechia,383,1234,6302,85,0,0,0,3,10625449,19.6,3/1/2020,3/12/2020
3/17/2020,Czechia,450,1362,7664,67,0,0,0,3,10625449,19.6,3/1/2020,3/12/2020
3/18/2020,Czechia,560,1738,9402,110,0,0,0,3,10625449,19.6,3/1/2020,3/12/2020
3/19/2020,Czechia,765,2217,11619,205,0,0,1,4,10625449,19.6,3/1/2020,3/12/2020
3/20/2020,Czechia,889,2085,13704,124,0,0,4,8,10625449,19.6,3/1/2020,3/12/2020
3/21/2020,Czechia,1047,1880,15584,158,0,0,1,9,10625449,19.6,3/1/2020,3/12/2020
3/22/2020,Czechia,1161,1793,17377,114,1,1,0,9,10625449,19.6,3/1/2020,3/12/2020
3/23/2020,Czechia,1287,2247,19624,126,0,1,3,12,10625449,19.6,3/1/2020,3/12/2020
3/24/2020,Czechia,1472,2976,22600,185,2,3,1,13,10625449,19.6,3/1/2020,3/12/2020
3/25/2020,Czechia,1763,4098,26698,291,6,9,3,16,10625449,19.6,3/1/2020,3/12/2020
3/26/2020,Czechia,2022,4429,31127,259,1,10,7,23,10625449,19.6,3/1/2020,3/12/2020
3/27/2020,Czechia,2395,5247,36374,373,2,12,10,33,10625449,19.6,3/1/2020,3/12/2020
3/28/2020,Czechia,2657,4326,40700,262,5,17,3,36,10625449,19.6,3/1/2020,3/12/2020
3/29/2020,Czechia,2817,2798,43498,160,6,23,11,47,10625449,19.6,3/1/2020,3/12/2020
3/30/2020,Czechia,3001,5313,48811,184,6,29,22,69,10625449,19.6,3/1/2020,3/12/2020
3/31/2020,Czechia,3308,6206,55017,307,7,36,12,81,10625449,19.6,3/1/2020,3/12/2020
4/1/2020,Czechia,3589,5973,60990,281,8,44,29,110,10625449,19.6,3/1/2020,3/12/2020
4/2/2020,Czechia,3858,6291,67281,269,5,49,30,140,10625449,19.6,3/1/2020,3/12/2020
4/3/2020,Czechia,4190,6889,74170,332,9,58,50,190,10625449,19.6,3/1/2020,3/12/2020
4/4/2020,Czechia,4472,6134,80304,282,8,66,31,221,10625449,19.6,3/1/2020,3/12/2020
4/5/2020,Czechia,4587,4710,85014,115,12,78,38,259,10625449,19.6,3/1/2020,3/12/2020
4/6/2020,Czechia,4822,6233,91247,235,7,85,69,328,10625449,19.6,3/1/2020,3/12/2020
4/7/2020,Czechia,5017,7434,98681,195,10,95,97,425,10625449,19.6,3/1/2020,3/12/2020
4/8/2020,Czechia,5312,8164,106845,295,14,109,80,505,10625449,19.6,3/1/2020,3/12/2020
4/9/2020,Czechia,5569,8013,114858,257,11,120,141,646,10625449,19.6,3/1/2020,3/12/2020
4/10/2020,Czechia,5732,5427,120285,163,8,128,109,755,10625449,19.6,3/1/2020,3/12/2020
4/11/2020,Czechia,5902,4841,125126,170,9,137,109,864,10625449,19.6,3/1/2020,3/12/2020
4/12/2020,Czechia,5991,3233,128359,89,10,147,90,954,10625449,19.6,3/1/2020,3/12/2020
4/13/2020,Czechia,6059,3183,131542,68,11,158,88,1042,10625449,19.6,3/1/2020,3/12/2020
4/14/2020,Czechia,6141,6130,137672,82,8,166,154,1196,10625449,19.6,3/1/2020,3/12/2020
